"","Name","Location","Tags","Group","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","URL Category","Action","Profile","Options","Rule UUID","Target","Rule Usage Description","Rule Usage Rule Usage","Rule Usage Apps Seen","Days With No New Apps","Modified","Created"
"414","Zu Telekom APN DFF","PA01","none","none","universal","trust","dff-Server;WI216PRTG-P2;wi216soti01","any","any","Telekom-DFF-APN","Telekom APN DFF","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","48d94107-6edc-4611-ac9d-61d96761b768","any","none","Used","5","609","2022-09-06 11:24:02","2021-07-29 13:42:50"
"415","Soti ausgehend","PA01","none","none","universal","trust","wi216soti01","any","any","untrust","any","any","any","Apple Push Notification Service APNS","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","3179a8ba-54b9-4eea-abc6-e2448f396d45","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"416","WLAN Apple APNS ausgehend soti","PA01","none","none","universal","trust","any","any","any","untrust","any","any","any","Apple Device APNS wlan","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","0a6cba49-9b46-4086-b1dd-5d2f9c68d45b","any","none","Used","5","37","2021-07-29 14:31:05","2021-07-29 13:42:50"
"417","Von Telekom APN","PA01","none","none","universal","Telekom-DFF-APN","Telekom APN DFF","any","any","trust","dff-Server;Server-VLAN-GW;wi216soti01","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","33d832fa-5fef-4b8f-93f9-7ea67f80c92d","any","none","Used","5","107","2021-07-29 14:31:05","2021-07-29 13:42:50"
"418","Von Telekom APN zu Hase","PA01","none","none","universal","Telekom-DFF-APN","Telekom APN DFF","any","any","trust","forms-k.haecker-kuechen.de;forms-t.haecker-kuechen.de;forms.haecker-kuechen.de;hase-t.haecker-kuechen.de;hase.haecker-kuechen.de","any","any","service-https;TCP_8080","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","51609634-a1bd-446d-adc8-639a913807d9","any","none","Used","2","216","2022-10-19 15:29:05","2021-07-29 13:42:50"
"419","Von Telekom APN -DNS","PA01","none","none","universal","Telekom-DFF-APN","Telekom APN DFF","any","any","trust","ldap;WI216DC02","any","dns","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","e82398a7-c82e-44a1-a629-c0f70b11e7c8","any","none","Used","2","66","2022-02-17 10:55:49","2021-07-29 13:42:50"
"420","Von DNS zu Telekom APN","PA01","none","none","universal","trust","ldap;WI216DC02","any","any","Telekom-DFF-APN","Telekom APN DFF","any","dns","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","73c0a8c3-c47a-48ff-8203-7035358469fd","any","none","Unused","0","-","2022-02-17 10:55:49","2021-07-29 13:42:50"
"421","von Telekom zu Sygic und pass","PA01","dff","dff","universal","Telekom-DFF-APN","any","any","any","untrust","pass.telekom.de;Sygic Navi","any","any","service-http;service-https","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","dcd0c790-d6c7-4fa7-859f-2fc81076c77d","any","none","Used","2","533","2021-07-29 14:31:05","2021-07-29 13:42:50"
"422","dff-trust-ping","PA01","dff","dff","universal","Site2Site","dff-VPN-Netz","any","any","trust","dff-Server;SQLAG_ROESONST","any","ping","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","9d844b9a-1b58-4af9-b709-51354408488d","any","none","Used","1","662","2023-03-06 15:45:07","2021-07-29 13:42:50"
"423","trust-dff","PA01","dff","dff","universal","trust","dff-Server;SQLAG_ROESONST","any","any","Site2Site","dff-VPN-Netz","any","any","DFF-Services","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","37995b0c-7539-4479-b0e2-a17f092d30ae","any","none","Unused","0","-","2023-03-06 15:48:53","2021-07-29 13:42:50"
"424","trust-dff-ping","PA01","dff","dff","universal","trust","dff-Server;SQLAG_ROESONST","any","any","Site2Site","dff-VPN-Netz","any","ping","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","ca6dcd0c-f8bc-4804-89fb-effa8157a921","any","none","Used","0","-","2023-03-06 15:48:53","2021-07-29 13:42:50"
"425","Beckhoff-Trust-Domain","PA01","Beckhoff;InbetriebnahmeVPN;HueHoe","Beckhoff","universal","Site2Site","Beckhoff W5SSL;HueHoe","any","any","trust","Domaincontroller-Gruppe","any","active-directory;dns;kerberos;ldap;ms-ds-smb;ms-netlogon;msrpc;netbios-dg;netbios-ns;netbios-ss;ntp;ping","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","f5f895ea-8449-424b-89bd-457e2b58c1f2","any","none","Used","2","208","2021-07-29 14:31:05","2021-07-29 13:42:50"
"426","Leonex-Site2Site","PA01","VPN;Leonex","VPN","universal","Site2Site","Leonex","any","any","trust","apex-t;Domaincontroller-Gruppe;lnxmis-p1;lnxmis-t1;mis.haecker-kuechen.de_intern;my-t.haecker-kuechen.de_intern;my.haecker-kuechen.de_intern;vmwswe01","any","dns;ping;ssh;ssl;subversion;subversion-base;subversion-uploading;web-browsing","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","f8cded27-dcf8-41a5-9366-a9122fe18efe","any","Leonex - Mitarbeiterinfosystem","Partially Used","5","607","2021-07-29 14:31:05","2021-07-29 13:42:50"
"427","Profactor_out","PA01","Profactor","none","universal","trust","Fremdgewerk_QStation;W3Qstation","any","any","untrust","Profactor_Proxy","any","ssl;teamviewer;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","adb30287-ef8b-434e-9fde-4a72070f7f17","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"428","Profactor_proxy","PA01","profactor","none","universal","trust","Fremdgewerk_QStation;W3Qstation","any","any","untrust","Profactor_Proxy","any","any","Profactor_Proxy","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","e1cd6b8c-39b1-4805-86ea-be1e4eefb6d5","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"429","Leonex-SSL-VPN","PA01","Leonex;SSL-VPN","VPN","universal","SSL-VPN","any","haecker-dom\vpn-leonex","any","trust","apex-t;Domaincontroller-Gruppe;lnxmis-p1;lnxmis-t1;mis.haecker-kuechen.de_intern;my-t.haecker-kuechen.de_intern;my.haecker-kuechen.de_intern;vmwswe01","any","dns;ping;ssh;ssl;subversion;subversion-base;subversion-uploading;web-browsing","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","f46c2d8e-8592-4d60-b629-e371e322c404","any","Leonex - Mitarbeiterinfosystem","Partially Used","2","558","2021-07-29 14:31:05","2021-07-29 13:42:50"
"430","Foodtruck-IN01","PA01","SSL-VPN","none","universal","SSL-VPN","any","haecker-dom\vpn-foodtruck","any","trust","Ventopay Application Server;Ventopay DB Server;wi216jobsql1","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","40b06290-c869-4e3a-a11c-96df282525d2","any","none","Used","5","259","2022-05-09 11:53:05","2022-02-28 13:57:47"
"431","Foodtruck-IN02","PA01","SSL-VPN","none","universal","SSL-VPN","any","haecker-dom\vpn-foodtruck","any","trust","ldap;WI216DC01;WI216DC02","any","App-Group Active Directory","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","974cd099-76b2-41a7-9ff3-421170f3def3","any","none","Partially Used","8","257","2022-03-14 14:21:27","2022-02-28 14:16:28"
"432","40komma6-SSL-VPN-1","PA01","SSL-VPN;40komma6","VPN","universal","SSL-VPN","any","haecker-dom\ext.hahrens","any","trust","Domaincontroller-Gruppe;LNXTYPO3-P1;vmwswe01","any","dns;ping;ssh;ssl;subversion;subversion-base;subversion-uploading;web-browsing","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","8c816e1d-c449-433e-a325-e043c7766b5c","any","none","Partially Used","1","642","2022-10-27 11:33:04","2021-07-29 13:42:50"
"433","Leonex PHPMyAdmin-Site2Site","PA01","VPN;Leonex","none","universal","Site2Site","Leonex","any","any","trust","lnxmis-p1","any","any","PHPMyAdmin","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","f9d35f3e-5fec-4210-9003-55981f0a3b04","any","none","Partially Used","1","561","2021-07-29 14:31:05","2021-07-29 13:42:50"
"434","Leonex PHPMyAdmin-SSL-VPN","PA01","SSL-VPN;Leonex","none","universal","SSL-VPN","any","haecker-dom\vpn-leonex","any","trust","lnxmis-p1","any","any","PHPMyAdmin","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","38fac407-8429-4540-877e-d06d0700d0ee","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"435","Beckhoff-Trust-Domain-1","PA01","Beckhoff;InbetriebnahmeVPN;HueHoe","Beckhoff","universal","trust","Domaincontroller-Gruppe","any","any","Site2Site","Beckhoff W5SSL;HueHoe","any","active-directory;dns;kerberos;ldap;ms-ds-smb;ms-netlogon;msrpc;netbios-dg;netbios-ns;netbios-ss;ntp;ping","TCP1433","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","3bad406a-1074-4f3f-8202-502edf943804","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"436","Beckhoff-Trust-Service SQL","PA01","Beckhoff;InbetriebnahmeVPN;HueHoe","Beckhoff","universal","Site2Site","Beckhoff W5SSL;HueHoe","any","any","trust","wi216sqln01;wi216sqln02","any","any","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","733fbdea-323e-47a8-8520-6a3871e29992","any","none","Partially Used","1","488","2021-07-29 14:31:05","2021-07-29 13:42:50"
"437","Beckhoff-Trust-Service SQL Venne","PA01","Beckhoff;InbetriebnahmeVPN;HueHoe;Venne","Beckhoff","universal","Site2Site","Beckhoff W5SSL;HueHoe","any","any","HK_Venne","WI219SQL-P1;WI219SQL-P2;WI219SQL-T1","any","any","TCP1433","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","b160ee18-b7b6-4a35-8b36-7bdd05b6d23f","any","none","Partially Used","2","650","2021-09-14 15:56:51","2021-07-29 13:42:50"
"438","Beckhoff-Trust-Service ANY","PA01","Beckhoff;InbetriebnahmeVPN;HueHoe;SCCM","Beckhoff","universal","Site2Site","Beckhoff W5SSL;HueHoe","any","any","trust","wi216osce1;wi216sccm1","any","any","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","e41e6afb-7c1d-43b8-af71-4a73a02a2723","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"439","Beckhoff-Trust-Fileserver","PA01","Beckhoff;InbetriebnahmeVPN;HueHoe","Beckhoff","universal","Site2Site","Beckhoff W5SSL;HueHoe","any","any","trust","filesrv01","any","ms-ds-smb","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","31c81c93-cfa8-4e48-8aab-a46caff91321","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"440","[Disabled]  WAPP-trust","PA01","[Disabled]  WAPP","[Disabled]  WAPP","[Disabled] universal","[Disabled]  Site2Site","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  trust","[Disabled]  hase.haecker-kuechen.de","[Disabled]  any","[Disabled]  any","[Disabled]  application-default","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end","48187b43-5b5e-4127-84b5-4e53bc423229","[Disabled] any","[Disabled]  none","-","0","-","2021-07-29 13:42:50","2021-07-29 13:42:50"
"441","[Disabled]  WAPP-Site2Site","PA01","[Disabled]  WAPP","[Disabled]  WAPP","[Disabled] universal","[Disabled]  trust","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  Site2Site","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  application-default","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end","777b5c22-4c52-49f7-ae36-9fc831e4a822","[Disabled] any","[Disabled]  none","-","0","-","2021-07-29 13:42:50","2021-07-29 13:42:50"
"442","Inbetriebnamhme_MM","PA01","InbetriebnahmeVPN","InbetriebnahmeVPN","universal","trust","VLan-3020_Panorama1_S3","any","any","Site2Site","Inbetriebnahme_VPN_1;Inbetriebnahme_VPN_2","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","9ecf45a9-f946-4aca-a614-86c950241df8","any","none","Partially Used","2","615","2021-07-29 14:31:05","2021-07-29 13:42:50"
"443","Inbetriebnamhme_1","PA01","InbetriebnahmeVPN","InbetriebnahmeVPN","universal","trust","Roe_VLan-2491_IT-Infrastruktur;VLan-5_Server_Netz_Bereich_172.22.10.0;VLan-2105_Server_10.105.0.0","any","any","Site2Site","Inbetriebnahme_VPN_1;Inbetriebnahme_VPN_2","any","any","any","any","Allow","Profile Group: Haecker_Vewaltung_Venne","Traffic log sent at session end;Log Forwarding Profile setting: default","2ba68d2d-a6d9-4e13-afb0-bd84897a39df","any","none","Used","5","71","2022-08-01 15:03:47","2021-07-29 13:42:50"
"444","Inbetriebnamhme_2","PA01","InbetriebnahmeVPN","InbetriebnahmeVPN","universal","Site2Site","Inbetriebnahme_VPN_1;Inbetriebnahme_VPN_2","any","any","trust","VLan-2105_Server_10.105.0.0;VLan-5_Server_Netz_Bereich_172.22.10.0;VLan-5_Default","any","any","any","any","Allow","Profile Group: Haecker_Vewaltung_Venne","Traffic log sent at session end;Log Forwarding Profile setting: default","d7e7348b-0da0-4fe6-a487-30e68779ac9d","any","none","Used","18","295","2021-08-12 14:30:36","2021-07-29 13:42:50"
"445","Traffic von Venne_VPN_1","PA01","VENNE","VENNE","universal","HK_Venne","any","any","any","trust","lnxfmw-t1-1;lnxhic-t1-1;lnxhide-t1-1;Palo_Roedinghausen_Default_GW;VLan-5_Default;VLan-781_GLT;VLan-2000_TK-Anlage;VLan-2105_Server_10.105.0.0;VLan-3310_Panorama-2_Management","any","any","any","any","Allow","Profile Group: Haecker_Vewaltung_Venne","Traffic log sent at session end;Log Forwarding Profile setting: default","f36d1579-7490-4f77-8fa9-cd2b2b6bb924","any","none","Used","92","28","2022-02-11 16:32:19","2021-07-29 13:42:50"
"446","Traffic von Venne_VPN_2","PA01","VENNE","VENNE","universal","HK_Venne","Venne_VLAN-2495_IT-Infrastruktur;VLan-3351_Management_RZ","any","any","trust","vcenter","any","any","any","any","Allow","Profile Group: Haecker_Vewaltung_Venne","Traffic log sent at session end;Log Forwarding Profile setting: default","6b9a222c-01f2-4d0d-b2c6-be8afa0c643a","any","none","Used","6","61","2023-01-02 09:52:07","2022-12-27 13:17:06"
"447","Traffic_von_Venne_PRTG","PA01","VENNE","none","universal","HK_Venne","WI219PRTG4","any","any","trust","Core","any","ping","application-default","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","8af9f5d2-a6a1-4e56-8d80-f3c843d52ef6","any","none","Used","1","257","2022-09-08 09:54:52","2022-09-08 09:54:52"
"448","[Disabled]  Traffic von Venne_VPN_3","PA01","[Disabled]  VENNE","[Disabled]  VENNE","[Disabled] universal","[Disabled]  HK_Venne","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  trust","[Disabled]  10.80.20.13","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","Profile Group: Haecker_Vewaltung_Venne","Traffic log sent at session end","66c93f78-2c6c-4dda-9922-3cb03a7e012d","[Disabled] any","[Disabled]  none","-","0","-","2021-08-12 14:30:36","2021-07-29 13:42:50"
"449","Traffic von Venne_VPN_4","PA01","Cisco","none","universal","HK_Venne","VLan-3354_MGMT_DNA_Center_Venne;WI219DC03","any","any","trust","VLan-3333_MGMT_DNA-Center_ISE","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","82ddd81b-a25c-4d6a-964e-e78e11967e38","any","none","Used","6","63","2023-02-23 11:50:05","2023-01-10 11:05:13"
"450","Traffic nach Venne_VPN_2","PA01","VENNE","VENNE","universal","trust","Roe_VLan-2491_IT-Infrastruktur;Roe_VLan-2492_IT-SWE;Roe_VLan-2493_Instandhaltung;TK-Anlage;vcenter;VLan-5_Default;VLan-254_WLan;VLan-781_GLT;VLan-2105_Server_10.105.0.0;VLan-2125_VDI_Client_LAN;VLan-3012_Panorama2_E3;VLan-3016_Panorama1_N3;VLan-3310_Panorama-2_Management","any","any","HK_Venne","any","any","any","any","any","Allow","Profile Group: Haecker_Vewaltung_Venne","Traffic log sent at session end;Log Forwarding Profile setting: default","63e2e6a4-77ce-44b9-ab78-28c687ec3775","any","none","Used","82","65","2022-12-27 12:26:08","2021-07-29 13:42:50"
"451","Traffic nach Venne_VPN_3","PA01","Cisco","none","universal","trust","NTP-Server;VLan-3333_MGMT_DNA-Center_ISE;WI216DC01","any","any","HK_Venne","VLan-3354_MGMT_DNA_Center_Venne;WI219DC03","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","329d17b1-bc47-435f-b468-30010538fccc","any","none","Used","4","40","2023-02-23 11:43:38","2023-01-10 11:05:13"
"452","Venne Server HTTP HTTPS","PA01","VENNE","none","universal","trust","any","any","any","HK_Venne","glthk.haecker-kuechen.de;w5versandleit.haecker-kuechen.de","any","any","service-http;service-https","any","Allow","Profile Group: Haecker_Vewaltung_Venne","Traffic log sent at session end;Log Forwarding Profile setting: default","51a42304-4b43-45da-b9a3-c9e8f71f0576","any","Services über Netscaler aus Rödinghausen erreichbar","Used","2","648","2022-03-30 07:15:07","2021-07-29 13:42:50"
"453","Traffic Venne nach XP Forms VM edv","PA01","none","none","universal","HK_Venne","any","any","any","trust","VLan-2125_VDI_Client_LAN","any","rdp","application-default","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","af2d1e38-3c27-4ebd-8053-6cb6e366f1ea","any","none","Partially Used","6","439","2021-07-29 14:31:05","2021-07-29 13:42:50"
"454","Venne_VPN_Servernetz","PA01","VENNE","none","universal","trust","any","any","any","HK_Venne","Venne Servernetz","any","any","any","any","Allow","Profile Group: Haecker_Vewaltung_Venne","Traffic log sent at session end;Log Forwarding Profile setting: default","664e9428-4841-4b19-856c-aa2d17162e95","any","none","Used","38","68","2022-03-30 07:15:07","2021-07-29 13:42:50"
"455","Venne_GLT_Netz","PA01","VENNE","none","universal","trust","any","haecker-dom\mbentrup","any","HK_Venne","Venne_VLan_781_GLT;Venne_VLan_782_GLT-Phoenix","any","any","any","any","Allow","Profile Group: Haecker_Vewaltung_Venne","Traffic log sent at session end;Log Forwarding Profile setting: default","04ca8167-58a1-42fc-9090-a1fa07b33c23","any","none","Partially Used","6","564","2022-03-30 07:15:07","2021-07-29 13:42:50"
"456","Commvault Mediaagent Venne - Roedinghausen","PA01","VENNE","none","universal","HK_Venne;trust","WI219CVMA1-r2;WI219CVMA1-V1","any","any","HK_Venne;trust","WI219CVMA1-r2;WI219CVMA1-V1","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","a6ddd57d-6a82-4702-aac0-9447bdf576e6","any","none","Used","4","385","2021-07-29 14:31:05","2021-07-29 13:42:50"
"457","Carat-SchulungsNBs_Druckerbilder_download","PA01","none","none","universal","any","any","haecker-dom\dl_pa_caratuser-schulung_sg","any","untrust","any","any","any","any","Microsoft 365 URLs","Allow","Profile Group: Haecker_Vewaltung","Traffic log sent at session end;Log Forwarding Profile setting: default","04c8967c-b3f9-4a17-9857-1923b2b29a16","any","Laden von Druckerbildern von MS im W-Lan","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"458","Kantine","PA01","none","none","universal","Kantine-Fremd","any","any","any","DMZ_Public;untrust","any","any","any","application-default","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","3d41ee36-752d-4ff5-bced-380cd156473f","any","none","Used","98","15","2021-07-29 14:31:05","2021-07-29 13:42:50"
"459","Kantine_Ventopay","PA01","none","none","universal","Kantine-Fremd","any","any","any","trust","sqlag_verwaltung;Ventopay Application Server","any","any","TCP 1434;TCP 2508-2511 Ventopay App Server;TCP1433;TCP20010;UDP1434","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","d3b29152-82ea-4e12-a727-eb80e61966fc","any","none","Used","3","201","2022-11-03 10:12:48","2021-07-29 13:42:50"
"460","wms to thinclients","PA01","none","none","universal","trust","wms.haecker-kuechen.de","any","any","untrust","any","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","0f41ab01-5a19-4214-96a3-0fb74a46a88d","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"461","[Disabled]  Phoenix Venne SSL-VPN","PA01","[Disabled]  InbetriebnahmeVPN;[Disabled]  VENNE","[Disabled]  none","[Disabled] universal","[Disabled]  SSL-VPN","[Disabled]  any","[Disabled]  haecker-dom\vpn-hdunker;[Disabled]  haecker-dom\vpn-jpotthas;[Disabled]  haecker-dom\vpn-krbea;[Disabled]  haecker-dom\vpn-mheggeman;[Disabled]  haecker-dom\vpn-oheleman","[Disabled]  any","[Disabled]  trust","[Disabled]  WI219GLT-P1","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end","769bee3f-7d88-48aa-bfe7-8c79a50b4a70","[Disabled] any","[Disabled]  none","-","0","-","2021-07-29 13:42:50","2021-07-29 13:42:50"
"462","Hochschule Coburg","PA01","SSL-VPN","none","universal","SSL-VPN","any","haecker-dom\vpn-klutter","any","Fremdgewerke;trust","ISAT_Jetson-Nano;lnxinfluxdb-p1","any","ping;ssh;ssl;unknown-tcp;web-browsing","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","c205125b-2c71-421c-9443-90668946e3a1","any","none","Partially Used","2","533","2021-12-06 08:34:56","2021-10-21 15:06:04"
"463","Sarpedeon-VPN-01","PA01","SSL-VPN","none","universal","SSL-VPN","any","haecker-dom\dl_serveradmin_sarpedeon","any","trust","WI222SARPE-P1","any","ms-rdp","application-default","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","3ccce009-d031-4567-97e2-268d58b265fb","any","none","Used","1","470","2022-02-07 12:07:33","2022-02-07 12:07:33"
"464","[Disabled]  VPN-GlobalProtect-Config","PA01","[Disabled]  SSL-VPN","[Disabled]  none","[Disabled] universal","[Disabled]  trust","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  untrust","[Disabled]  90.153.10.169","[Disabled]  any","[Disabled]  panos-global-protect;[Disabled]  ssl","[Disabled]  application-default","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end","4b0ec4ef-0aa6-4595-8de6-04f6bfb4c5e1","[Disabled] any","[Disabled]  none","-","0","-","2021-07-29 13:42:50","2021-07-29 13:42:50"
"465","Concentrade_IN01","PA01","VPN","none","universal","Site2Site","52.166.16.111","any","any","trust","lnxcribl-p1;Splunk","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","26bad57e-6e77-4a07-94a8-8e254efd47c6","any","none","Partially Used","3","426","2022-03-23 14:59:35","2021-07-29 13:42:50"
"466","SHS_Viveon_IN01","PA01","VPN;SHS;DebiTEX","none","universal","Site2Site","SHS_Viveon_AG_V-RDPGW-26","any","any","trust","DebiTEX","any","any","service-rdp","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","5992154d-2fba-4d5d-8086-9b3594dad8a7","any","none","Partially Used","2","658","2021-09-07 09:54:38","2021-07-29 13:42:50"
"467","SHS_Viveon_IN02","PA01","VPN;SHS;DebiTEX","none","universal","Site2Site","SHS_Viveon_AG_SMTP","any","any","trust","smtp-intern_DebiTEX_NAT","any","smtp","application-default","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","f24f24cd-fd31-4018-80ba-82629a3481a8","any","none","Used","1","622","2021-09-09 07:12:08","2021-09-07 09:54:38"
"468","SHS_Viveon_IN03","PA01","VPN;SHS;DebiTEX","none","universal","Site2Site","SHS_Viveon_AG_Mail;SHS_Viveon_AG_SMTP","any","any","trust","mail_DebiTEX_NAT","any","any","service-https","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","19cbf036-da0a-4eff-8119-2b5fe80d628f","any","none","Used","1","621","2021-09-09 08:03:40","2021-09-09 07:12:08"
"469","SHS_Viveon_OUT01","PA01","VPN;SHS;DebiTEX","none","universal","trust","DebiTEX","any","any","Site2Site","SHS_Viveon_AG_Agency-Gateway-Access","any","any","service-https","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","8a53e671-942c-4597-946d-7f42f562935e","any","none","Used","1","661","2021-09-07 09:54:38","2021-07-29 13:42:50"
"470","Talk2M_RobaTech_Fernwartung","PA01","Fernwartung;Talk2M","none","universal","trust","Kantenschleifmaschine_OF;RobaTech_Fernwartungsmodul_2","any","any","untrust","any","any","any","service-https;Service_UDP_1194","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: strict","Traffic log sent at session end;Log Forwarding Profile setting: default","27248d61-318d-4db4-ae2b-a9c27be0bad8","any","none","Partially Used","2","124","2023-01-19 16:25:29","2021-07-29 13:42:50"
"471","Haecker-IT-Lab_In01","PA01","IT_Lab","none","universal","SSL-VPN;trust","any","any","any","Haecker-IT-Lab","any","any","ms-rdp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","2c5b99b9-f17f-46aa-b9b5-73c0d2106ecf","any","none","Used","1","103","2021-07-29 14:31:05","2021-07-29 13:42:50"
"472","Haecker-IT-Lab_Out01","PA01","IT_Lab","none","universal","Haecker-IT-Lab","any","any","any","untrust","any","any","any","application-default","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","365949d8-835a-4f39-86a8-feb8a52ec400","any","none","Partially Used","46","95","2021-07-29 14:31:05","2021-07-29 13:42:50"
